arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 210331.000000 , 210331.000000 , 0.000000 , 17.115869 , 38.153070 , 3.057012 , 35.096175 , 0.058425 , 0.028493 , 0.058425 , 0.932132 , 0.512626 , 0.000000 
 208649.000000 , 208649.000000 , 0.000000 , 17.253783 , 37.949472 , 2.989499 , 34.960673 , 0.057958 , 0.028604 , 0.057958 , 0.931964 , 0.506565 , 0.000000 
 210270.000000 , 210270.000000 , 0.000000 , 17.120777 , 38.029037 , 3.024065 , 35.005019 , 0.058409 , 0.028567 , 0.058409 , 0.932441 , 0.511148 , 0.000000 
 210235.000000 , 210235.000000 , 0.000000 , 17.123560 , 38.136397 , 3.093231 , 35.043197 , 0.058399 , 0.028536 , 0.058399 , 0.932724 , 0.511623 , 0.000000 
 209837.000000 , 209837.000000 , 0.000000 , 17.156062 , 38.079312 , 3.056142 , 35.023215 , 0.058288 , 0.028552 , 0.058288 , 0.931074 , 0.510362 , 0.000000 
 210117.000000 , 210117.000000 , 0.000000 , 17.133290 , 38.027706 , 3.006253 , 35.021544 , 0.058366 , 0.028554 , 0.058366 , 0.931461 , 0.511016 , 0.000000 
 210002.000000 , 210002.000000 , 0.000000 , 17.142368 , 38.226612 , 3.100138 , 35.126545 , 0.058335 , 0.028468 , 0.058335 , 0.932141 , 0.512277 , 0.000000 
 210186.000000 , 210186.000000 , 0.000000 , 17.127658 , 38.022599 , 2.999588 , 35.023488 , 0.058385 , 0.028552 , 0.058385 , 0.932432 , 0.511212 , 0.000000 
 209338.000000 , 209338.000000 , 0.000000 , 17.197049 , 37.934333 , 2.986670 , 34.947663 , 0.058150 , 0.028614 , 0.058150 , 0.932472 , 0.508047 , 0.000000 
 210595.000000 , 210595.000000 , 0.000000 , 17.094276 , 37.984646 , 3.031384 , 34.953262 , 0.058499 , 0.028610 , 0.058499 , 0.930379 , 0.511184 , 0.000000 
 209988.000000 , 209988.000000 , 0.000000 , 17.143836 , 38.173471 , 3.072271 , 35.101265 , 0.058330 , 0.028489 , 0.058330 , 0.932095 , 0.511864 , 0.000000 
 210132.000000 , 210132.000000 , 0.000000 , 17.132081 , 38.239531 , 3.155263 , 35.084267 , 0.058370 , 0.028503 , 0.058370 , 0.933364 , 0.511967 , 0.000000 
 209130.000000 , 209130.000000 , 0.000000 , 17.214114 , 38.041522 , 3.026054 , 35.015827 , 0.058092 , 0.028559 , 0.058092 , 0.932043 , 0.508534 , 0.000000 
 210042.000000 , 210042.000000 , 0.000000 , 17.139288 , 38.077255 , 3.055343 , 35.022833 , 0.058345 , 0.028553 , 0.058345 , 0.932145 , 0.510856 , 0.000000 
 210115.000000 , 210115.000000 , 0.000000 , 17.133426 , 37.814591 , 2.921354 , 34.893589 , 0.058365 , 0.028659 , 0.058365 , 0.932212 , 0.509145 , 0.000000 
 209967.000000 , 209967.000000 , 0.000000 , 17.145384 , 38.207155 , 3.111255 , 35.096008 , 0.058325 , 0.028493 , 0.058325 , 0.932337 , 0.511741 , 0.000000 
 209184.000000 , 209184.000000 , 0.000000 , 17.209688 , 37.997550 , 2.965419 , 35.033065 , 0.058107 , 0.028544 , 0.058107 , 0.931462 , 0.508915 , 0.000000 
 209805.000000 , 209805.000000 , 0.000000 , 17.158756 , 38.112691 , 3.039649 , 35.073042 , 0.058279 , 0.028512 , 0.058279 , 0.931754 , 0.511008 , 0.000000 
 209543.000000 , 209543.000000 , 0.000000 , 17.180180 , 38.159102 , 3.066430 , 35.092889 , 0.058207 , 0.028496 , 0.058207 , 0.932537 , 0.510660 , 0.000000 
 210063.000000 , 210063.000000 , 0.000000 , 17.137667 , 38.137965 , 3.120763 , 35.017480 , 0.058351 , 0.028557 , 0.058351 , 0.932147 , 0.510826 , 0.000000 
 209961.000000 , 209961.000000 , 0.000000 , 17.145992 , 38.057239 , 3.118676 , 34.939414 , 0.058323 , 0.028621 , 0.058323 , 0.932215 , 0.509440 , 0.000000 
