arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 224921.000000 , 224921.000000 , 0.000000 , 16.005557 , 19.174590 , 4.182116 , 14.992547 , 0.062478 , 0.066700 , 0.062478 , 1.000000 , 0.468354 , 0.000000 
 225324.000000 , 225324.000000 , 3.000000 , 15.976963 , 19.327133 , 4.292597 , 15.034662 , 0.062590 , 0.066513 , 0.062590 , 1.000000 , 0.470511 , 0.000000 
 225645.000000 , 225645.000000 , 0.000000 , 15.954255 , 19.311856 , 4.288101 , 15.023846 , 0.062679 , 0.066561 , 0.062679 , 1.000000 , 0.470841 , 0.000000 
 223881.000000 , 223881.000000 , 0.000000 , 16.079902 , 19.097917 , 4.125772 , 14.972159 , 0.062189 , 0.066791 , 0.062189 , 1.000000 , 0.465555 , 0.000000 
 225505.000000 , 225505.000000 , 0.000000 , 15.964106 , 19.216320 , 4.241491 , 14.974885 , 0.062641 , 0.066778 , 0.062641 , 1.000000 , 0.469017 , 0.000000 
 225399.000000 , 225399.000000 , 2.000000 , 15.971551 , 19.246565 , 4.243210 , 15.003441 , 0.062611 , 0.066651 , 0.062611 , 1.000000 , 0.469693 , 0.000000 
 225371.000000 , 225371.000000 , 0.000000 , 15.973557 , 19.139201 , 4.214059 , 14.925243 , 0.062603 , 0.067001 , 0.062603 , 1.000000 , 0.467186 , 0.000000 
 225578.000000 , 225578.000000 , 2.000000 , 15.958983 , 19.136413 , 4.193368 , 14.943246 , 0.062661 , 0.066920 , 0.062661 , 1.000000 , 0.468177 , 0.000000 
 225290.000000 , 225290.000000 , 1.000000 , 15.979101 , 19.220894 , 4.237953 , 14.983011 , 0.062582 , 0.066742 , 0.062582 , 1.000000 , 0.468831 , 0.000000 
 225417.000000 , 225417.000000 , 0.000000 , 15.970374 , 19.253377 , 4.261389 , 14.992001 , 0.062616 , 0.066702 , 0.062616 , 1.000000 , 0.469369 , 0.000000 
 224498.000000 , 224498.000000 , 0.000000 , 16.035759 , 19.128627 , 4.162352 , 14.966348 , 0.062361 , 0.066817 , 0.062361 , 1.000000 , 0.466655 , 0.000000 
 226354.000000 , 226354.000000 , 0.000000 , 15.904155 , 19.252802 , 4.272918 , 14.979937 , 0.062877 , 0.066756 , 0.062877 , 1.000000 , 0.470944 , 0.000000 
 225286.000000 , 225286.000000 , 0.000000 , 15.979688 , 19.166061 , 4.192442 , 14.973793 , 0.062579 , 0.066783 , 0.062579 , 1.000000 , 0.468526 , 0.000000 
 225134.000000 , 225134.000000 , 0.000000 , 15.990470 , 19.028151 , 4.083163 , 14.944996 , 0.062537 , 0.066912 , 0.062537 , 1.000000 , 0.467309 , 0.000000 
 224378.000000 , 224378.000000 , 0.000000 , 16.044299 , 19.188662 , 4.205358 , 14.983320 , 0.062327 , 0.066741 , 0.062327 , 1.000000 , 0.466936 , 0.000000 
 225332.000000 , 225332.000000 , 0.000000 , 15.976294 , 19.233419 , 4.256601 , 14.977314 , 0.062593 , 0.066768 , 0.062593 , 1.000000 , 0.468736 , 0.000000 
 225394.000000 , 225394.000000 , 0.000000 , 15.971986 , 19.333045 , 4.290070 , 15.043236 , 0.062610 , 0.066475 , 0.062610 , 1.000000 , 0.470926 , 0.000000 
 225205.000000 , 225205.000000 , 0.000000 , 15.985279 , 19.163240 , 4.133285 , 15.030249 , 0.062558 , 0.066532 , 0.062558 , 1.000000 , 0.470128 , 0.000000 
 224576.000000 , 224576.000000 , 0.000000 , 16.030170 , 19.186137 , 4.181720 , 15.004561 , 0.062382 , 0.066646 , 0.062382 , 1.000000 , 0.468010 , 0.000000 
 225172.000000 , 225172.000000 , 0.000000 , 15.987746 , 19.161003 , 4.171957 , 14.989200 , 0.062548 , 0.066715 , 0.062548 , 1.000000 , 0.468771 , 0.000000 
 224702.000000 , 224702.000000 , 0.000000 , 16.021159 , 19.211901 , 4.197469 , 15.014687 , 0.062417 , 0.066601 , 0.062417 , 1.000000 , 0.468589 , 0.000000 
 225354.000000 , 225354.000000 , 0.000000 , 15.974820 , 19.327216 , 4.299134 , 15.028158 , 0.062599 , 0.066542 , 0.062599 , 1.000000 , 0.470370 , 0.000000 
 225228.000000 , 225228.000000 , 0.000000 , 15.983757 , 19.190717 , 4.207471 , 14.983453 , 0.062564 , 0.066740 , 0.062564 , 1.000000 , 0.468709 , 0.000000 
